Iteration,Score,Improvement,Edge Cases
1,0.5722222222222222,0.0,2
2,0.6799999999999999,0.10777777777777775,2
3,0.6444444444444445,-0.03555555555555545,2
4,0.8866666666666667,0.24222222222222223,0
5,0.64,-0.2466666666666667,2
